'Big thanks to Buffalo University (@UBFootball) and Coach Corless for coming by to establish a line of communication! We’ll reconnect soon. #UBhornsUp #TRIBE @Tolleson20 https://t.co/Vz7LCqrjh9'
Welcome home @RNwora   🔗 https://t.co/n2a7NXVAh4  #UBhornsUP https://t.co/GnyKXeINF2'
Thank You For The Follow Coach! #UBhornsUP #PoundTheRock  @CoachMoLinguist @harrison2121 https://t.co/SCAPcO9UFF'
'Gotta love gathering the stories of how @UBAthletics Academic Affairs helps the student athletes become great in the classroom!  APS &amp; Tutoring stories coming soon. #UBhornsUP https://t.co/PK6D5nPe1y'
Welcome to the family @iisaacjack   🔗 https://t.co/gyiGeWPNbg  #UBhornsUP https://t.co/TVg4ksF6Zd'
Student-Athletes Honored at Annual Victors Celebration   #UBhornsUP https://t.co/ii56iPyHWw'
Congrats to our All-MAC selection Alexis Lucyshyn!!  🔗 https://t.co/l7jtvKaqd4  #UBhornsUP https://t.co/cUvnVgwA0X'
@TyroneHill33 is a former 3⭐ recruit who spent 4 seasons with @UBFootball before transferring to @WSUCougarFB  Hill was a member of a Bulls Defense that helped bring in 2 MAC East Divisional &amp; Bowl Game Championships  #NFL | #FinsUp | #UBhornsUP | #ForeverABull https://t.co/QXUf3R4zIF'
'#AGTG Blessed to revive a offer from The University of Buffalo #UBhornsUP @CoachOjong @RecruitWestlake @RicoZackery @JeremyO_Johnson @MohrRecruiting @RWrightRivals @RecruitGeorgia @DemetricDWarren @TheUCReport @BALLERSCHOICE1 https://t.co/iXlFN0IlcJ'
Congratulations to Caleb Nickens and Pia Schwarz — Buffalo’s 2022 MAC Medal of Excellence recipients!   #UBhornsUp | #MACtion https://t.co/GqTg0C2ADA'
'#AGTG After a great talk with @CoachOjong I’m blessed to receive an offer from the University of Buffalo🔵⚪️@coachspritchett @coach_uzzi @coachcoreye @RecruitGeorgia @On3Recruits @Mansell247 @247recruiting @DemetricDWarren @ChadSimmons_ #UBhornsUP https://t.co/jbujwKEMjV'
